Provincias;Grupo penal;periodo;Total
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;9
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;21
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;14
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;6
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;6
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;4
Rioja (La);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;5
Rioja (La);TOTAL grupo penal;2024;2.312
Rioja (La);TOTAL grupo penal;2023;2.364
Rioja (La);TOTAL grupo penal;2022;2.433
Rioja (La);TOTAL grupo penal;2021;2.104
Rioja (La);TOTAL grupo penal;2020;1.992
Rioja (La);TOTAL grupo penal;2019;1.120
Rioja (La);TOTAL grupo penal;2018;808
Rioja (La);TOTAL grupo penal;2017;259
Rioja (La);TOTAL grupo penal;2016;254
Rioja (La);TOTAL grupo penal;2015;254
Rioja (La);TOTAL grupo penal;2014;232
Rioja (La);TOTAL grupo penal;2013;207
Rioja (La);TOTAL grupo penal;2012;209
Rioja (La);TOTAL grupo penal;2011;142
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;57
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;41
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;23
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;16
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;18
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;8
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;5
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;11
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;15
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;7
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;4
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;4
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;4
Lugo;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;5
Lugo;AMENAZAS Y COACCIONES;2024;130
Lugo;AMENAZAS Y COACCIONES;2023;121
Lugo;AMENAZAS Y COACCIONES;2022;87
Lugo;AMENAZAS Y COACCIONES;2021;89
Lugo;AMENAZAS Y COACCIONES;2020;64
Lugo;AMENAZAS Y COACCIONES;2019;70
Lugo;AMENAZAS Y COACCIONES;2018;59
Lugo;AMENAZAS Y COACCIONES;2017;78
Lugo;AMENAZAS Y COACCIONES;2016;63
Lugo;AMENAZAS Y COACCIONES;2015;73
Lugo;AMENAZAS Y COACCIONES;2014;62
Lugo;AMENAZAS Y COACCIONES;2013;53
Lugo;AMENAZAS Y COACCIONES;2012;80
Lugo;AMENAZAS Y COACCIONES;2011;58
Lugo;CONTRA EL HONOR;2024;9
Lugo;CONTRA EL HONOR;2023;17
Lugo;CONTRA EL HONOR;2022;8
Lugo;CONTRA EL HONOR;2021;9
Lugo;CONTRA EL HONOR;2020;13
Lugo;CONTRA EL HONOR;2019;10
Lugo;CONTRA EL HONOR;2018;13
Lugo;CONTRA EL HONOR;2017;8
Lugo;CONTRA EL HONOR;2016;14
Lugo;CONTRA EL HONOR;2015;24
Lugo;CONTRA EL HONOR;2014;20
Lugo;CONTRA EL HONOR;2013;18
Lugo;CONTRA EL HONOR;2012;10
Lugo;CONTRA EL HONOR;2011;14
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;3
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;1
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;2
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;2
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;0
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;1
Lugo;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;2
Lugo;DELITOS SEXUALES;2024;8
Lugo;DELITOS SEXUALES;2023;10
Lugo;DELITOS SEXUALES;2022;3
Lugo;DELITOS SEXUALES;2021;9
Lugo;DELITOS SEXUALES;2020;4
Lugo;DELITOS SEXUALES;2019;8
Lugo;DELITOS SEXUALES;2018;5
Lugo;DELITOS SEXUALES;2017;11
Lugo;DELITOS SEXUALES;2016;10
Lugo;DELITOS SEXUALES;2015;5
Lugo;DELITOS SEXUALES;2014;5
Lugo;DELITOS SEXUALES;2013;2
Lugo;DELITOS SEXUALES;2012;4
Lugo;DELITOS SEXUALES;2011;4
Lugo;FALSIFICACIÓN INFORMÁTICA;2024;78
Lugo;FALSIFICACIÓN INFORMÁTICA;2023;58
Lugo;FALSIFICACIÓN INFORMÁTICA;2022;30
Lugo;FALSIFICACIÓN INFORMÁTICA;2021;31
Lugo;FALSIFICACIÓN INFORMÁTICA;2020;20
Lugo;FALSIFICACIÓN INFORMÁTICA;2019;16
Lugo;FALSIFICACIÓN INFORMÁTICA;2018;16
Lugo;FALSIFICACIÓN INFORMÁTICA;2017;10
Lugo;FALSIFICACIÓN INFORMÁTICA;2016;9
Lugo;FALSIFICACIÓN INFORMÁTICA;2015;5
Lugo;FALSIFICACIÓN INFORMÁTICA;2014;6
Lugo;FALSIFICACIÓN INFORMÁTICA;2013;8
Lugo;FALSIFICACIÓN INFORMÁTICA;2012;2
Lugo;FALSIFICACIÓN INFORMÁTICA;2011;9
Lugo;FRAUDE INFORMÁTICO;2024;2.037
Lugo;FRAUDE INFORMÁTICO;2023;1.798
Lugo;FRAUDE INFORMÁTICO;2022;1.771
Lugo;FRAUDE INFORMÁTICO;2021;1.953
Lugo;FRAUDE INFORMÁTICO;2020;1.357
Lugo;FRAUDE INFORMÁTICO;2019;889
Lugo;FRAUDE INFORMÁTICO;2018;667
Lugo;FRAUDE INFORMÁTICO;2017;338
Lugo;FRAUDE INFORMÁTICO;2016;221
Lugo;FRAUDE INFORMÁTICO;2015;165
Lugo;FRAUDE INFORMÁTICO;2014;119
Lugo;FRAUDE INFORMÁTICO;2013;99
Lugo;FRAUDE INFORMÁTICO;2012;111
Lugo;FRAUDE INFORMÁTICO;2011;84
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;13
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;5
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;9
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;10
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;7
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;14
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;7
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;7
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;6
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;6
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;1
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;2
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;4
Lugo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;2
Lugo;TOTAL grupo penal;2024;2.335
Lugo;TOTAL grupo penal;2023;2.050
Lugo;TOTAL grupo penal;2022;1.931
Lugo;TOTAL grupo penal;2021;2.118
Lugo;TOTAL grupo penal;2020;1.483
Lugo;TOTAL grupo penal;2019;1.015
Lugo;TOTAL grupo penal;2018;772
Lugo;TOTAL grupo penal;2017;463
Lugo;TOTAL grupo penal;2016;340
Lugo;TOTAL grupo penal;2015;287
Lugo;TOTAL grupo penal;2014;217
Lugo;TOTAL grupo penal;2013;186
Lugo;TOTAL grupo penal;2012;216
Lugo;TOTAL grupo penal;2011;178
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;1.621
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;1.139
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;867
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;957
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;790
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;753
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;624
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;506
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;558
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;509
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;321
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;309
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;365
Madrid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;251
Madrid;AMENAZAS Y COACCIONES;2024;2.480
Madrid;AMENAZAS Y COACCIONES;2023;2.719
Madrid;AMENAZAS Y COACCIONES;2022;2.143
Madrid;AMENAZAS Y COACCIONES;2021;2.425
Madrid;AMENAZAS Y COACCIONES;2020;2.054
Madrid;AMENAZAS Y COACCIONES;2019;2.090
Madrid;AMENAZAS Y COACCIONES;2018;2.029
Madrid;AMENAZAS Y COACCIONES;2017;1.806
Madrid;AMENAZAS Y COACCIONES;2016;1.854
Madrid;AMENAZAS Y COACCIONES;2015;1.613
Madrid;AMENAZAS Y COACCIONES;2014;1.316
Madrid;AMENAZAS Y COACCIONES;2013;1.345
Madrid;AMENAZAS Y COACCIONES;2012;1.495
Madrid;AMENAZAS Y COACCIONES;2011;1.604
Madrid;CONTRA EL HONOR;2024;96
Madrid;CONTRA EL HONOR;2023;87
Madrid;CONTRA EL HONOR;2022;115
Madrid;CONTRA EL HONOR;2021;110
Madrid;CONTRA EL HONOR;2020;143
Madrid;CONTRA EL HONOR;2019;147
Madrid;CONTRA EL HONOR;2018;149
Madrid;CONTRA EL HONOR;2017;140
Madrid;CONTRA EL HONOR;2016;141
Madrid;CONTRA EL HONOR;2015;180
Madrid;CONTRA EL HONOR;2014;152
Madrid;CONTRA EL HONOR;2013;151
Madrid;CONTRA EL HONOR;2012;127
Madrid;CONTRA EL HONOR;2011;115
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;23
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;13
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;26
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;21
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;24
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;35
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;12
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;15
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;22
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;20
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;16
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;53
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;21
Madrid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;72
Madrid;DELITOS SEXUALES;2024;230
Madrid;DELITOS SEXUALES;2023;239
Madrid;DELITOS SEXUALES;2022;204
Madrid;DELITOS SEXUALES;2021;241
Madrid;DELITOS SEXUALES;2020;224
Madrid;DELITOS SEXUALES;2019;248
Madrid;DELITOS SEXUALES;2018;205
Madrid;DELITOS SEXUALES;2017;191
Madrid;DELITOS SEXUALES;2016;160
Madrid;DELITOS SEXUALES;2015;155
Madrid;DELITOS SEXUALES;2014;118
Madrid;DELITOS SEXUALES;2013;117
Madrid;DELITOS SEXUALES;2012;91
Madrid;DELITOS SEXUALES;2011;93
Madrid;FALSIFICACIÓN INFORMÁTICA;2024;3.289
Madrid;FALSIFICACIÓN INFORMÁTICA;2023;2.882
Madrid;FALSIFICACIÓN INFORMÁTICA;2022;2.291
Madrid;FALSIFICACIÓN INFORMÁTICA;2021;1.943
Madrid;FALSIFICACIÓN INFORMÁTICA;2020;998
Madrid;FALSIFICACIÓN INFORMÁTICA;2019;609
Madrid;FALSIFICACIÓN INFORMÁTICA;2018;390
Madrid;FALSIFICACIÓN INFORMÁTICA;2017;365
Madrid;FALSIFICACIÓN INFORMÁTICA;2016;363
Madrid;FALSIFICACIÓN INFORMÁTICA;2015;432
Madrid;FALSIFICACIÓN INFORMÁTICA;2014;266
Madrid;FALSIFICACIÓN INFORMÁTICA;2013;229
Madrid;FALSIFICACIÓN INFORMÁTICA;2012;272
Madrid;FALSIFICACIÓN INFORMÁTICA;2011;363
Madrid;FRAUDE INFORMÁTICO;2024;65.361
Madrid;FRAUDE INFORMÁTICO;2023;71.534
Madrid;FRAUDE INFORMÁTICO;2022;57.794
Madrid;FRAUDE INFORMÁTICO;2021;46.978
Madrid;FRAUDE INFORMÁTICO;2020;44.139
Madrid;FRAUDE INFORMÁTICO;2019;32.841
Madrid;FRAUDE INFORMÁTICO;2018;16.509
Madrid;FRAUDE INFORMÁTICO;2017;8.887
Madrid;FRAUDE INFORMÁTICO;2016;7.210
Madrid;FRAUDE INFORMÁTICO;2015;7.001
Madrid;FRAUDE INFORMÁTICO;2014;5.128
Madrid;FRAUDE INFORMÁTICO;2013;4.625
Madrid;FRAUDE INFORMÁTICO;2012;4.826
Madrid;FRAUDE INFORMÁTICO;2011;3.665
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;377
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;268
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;318
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;364
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;306
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;293
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;216
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;259
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;256
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;185
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;90
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;79
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;67
Madrid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;34
Madrid;TOTAL grupo penal;2024;73.477
Madrid;TOTAL grupo penal;2023;78.881
Madrid;TOTAL grupo penal;2022;63.758
Madrid;TOTAL grupo penal;2021;53.039
Madrid;TOTAL grupo penal;2020;48.678
Madrid;TOTAL grupo penal;2019;37.016
Madrid;TOTAL grupo penal;2018;20.134
Madrid;TOTAL grupo penal;2017;12.169
Madrid;TOTAL grupo penal;2016;10.564
Madrid;TOTAL grupo penal;2015;10.095
Madrid;TOTAL grupo penal;2014;7.407
Madrid;TOTAL grupo penal;2013;6.908
Madrid;TOTAL grupo penal;2012;7.264
Madrid;TOTAL grupo penal;2011;6.197
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;592
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;413
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;304
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;265
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;245
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;198
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;180
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;171
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;152
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;119
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;107
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;145
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;142
Málaga;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;135
Málaga;AMENAZAS Y COACCIONES;2024;651
Málaga;AMENAZAS Y COACCIONES;2023;649
Málaga;AMENAZAS Y COACCIONES;2022;642
Málaga;AMENAZAS Y COACCIONES;2021;603
Málaga;AMENAZAS Y COACCIONES;2020;496
Málaga;AMENAZAS Y COACCIONES;2019;477
Málaga;AMENAZAS Y COACCIONES;2018;435
Málaga;AMENAZAS Y COACCIONES;2017;416
Málaga;AMENAZAS Y COACCIONES;2016;469
Málaga;AMENAZAS Y COACCIONES;2015;362
Málaga;AMENAZAS Y COACCIONES;2014;357
Málaga;AMENAZAS Y COACCIONES;2013;404
Málaga;AMENAZAS Y COACCIONES;2012;434
Málaga;AMENAZAS Y COACCIONES;2011;500
Málaga;CONTRA EL HONOR;2024;50
Málaga;CONTRA EL HONOR;2023;51
Málaga;CONTRA EL HONOR;2022;68
Málaga;CONTRA EL HONOR;2021;73
Málaga;CONTRA EL HONOR;2020;70
Málaga;CONTRA EL HONOR;2019;47
Málaga;CONTRA EL HONOR;2018;54
Málaga;CONTRA EL HONOR;2017;58
Málaga;CONTRA EL HONOR;2016;56
Málaga;CONTRA EL HONOR;2015;79
Málaga;CONTRA EL HONOR;2014;87
Málaga;CONTRA EL HONOR;2013;74
Málaga;CONTRA EL HONOR;2012;81
Málaga;CONTRA EL HONOR;2011;83
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;24
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;8
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;4
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;6
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;4
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;3
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;6
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;2
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;2
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;5
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;3
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;9
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;9
Málaga;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;8
Málaga;DELITOS SEXUALES;2024;70
Málaga;DELITOS SEXUALES;2023;64
Málaga;DELITOS SEXUALES;2022;70
Málaga;DELITOS SEXUALES;2021;71
Málaga;DELITOS SEXUALES;2020;59
Málaga;DELITOS SEXUALES;2019;79
Málaga;DELITOS SEXUALES;2018;81
Málaga;DELITOS SEXUALES;2017;66
Málaga;DELITOS SEXUALES;2016;47
Málaga;DELITOS SEXUALES;2015;66
Málaga;DELITOS SEXUALES;2014;50
Málaga;DELITOS SEXUALES;2013;70
Málaga;DELITOS SEXUALES;2012;32
Málaga;DELITOS SEXUALES;2011;36
Málaga;FALSIFICACIÓN INFORMÁTICA;2024;674
Málaga;FALSIFICACIÓN INFORMÁTICA;2023;459
Málaga;FALSIFICACIÓN INFORMÁTICA;2022;438
Málaga;FALSIFICACIÓN INFORMÁTICA;2021;308
Málaga;FALSIFICACIÓN INFORMÁTICA;2020;171
Málaga;FALSIFICACIÓN INFORMÁTICA;2019;134
Málaga;FALSIFICACIÓN INFORMÁTICA;2018;95
Málaga;FALSIFICACIÓN INFORMÁTICA;2017;72
Málaga;FALSIFICACIÓN INFORMÁTICA;2016;98
Málaga;FALSIFICACIÓN INFORMÁTICA;2015;70
Málaga;FALSIFICACIÓN INFORMÁTICA;2014;77
Málaga;FALSIFICACIÓN INFORMÁTICA;2013;130
Málaga;FALSIFICACIÓN INFORMÁTICA;2012;105
Málaga;FALSIFICACIÓN INFORMÁTICA;2011;118
Málaga;FRAUDE INFORMÁTICO;2024;15.955
Málaga;FRAUDE INFORMÁTICO;2023;16.241
Málaga;FRAUDE INFORMÁTICO;2022;10.230
Málaga;FRAUDE INFORMÁTICO;2021;7.471
Málaga;FRAUDE INFORMÁTICO;2020;8.064
Málaga;FRAUDE INFORMÁTICO;2019;5.565
Málaga;FRAUDE INFORMÁTICO;2018;2.738
Málaga;FRAUDE INFORMÁTICO;2017;1.676
Málaga;FRAUDE INFORMÁTICO;2016;1.238
Málaga;FRAUDE INFORMÁTICO;2015;1.098
Málaga;FRAUDE INFORMÁTICO;2014;936
Málaga;FRAUDE INFORMÁTICO;2013;838
Málaga;FRAUDE INFORMÁTICO;2012;768
Málaga;FRAUDE INFORMÁTICO;2011;686
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;121
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;108
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;107
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;97
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;74
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;47
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;62
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;52
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;43
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;23
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;24
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;11
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;14
Málaga;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;14
Málaga;TOTAL grupo penal;2024;18.137
Málaga;TOTAL grupo penal;2023;17.993
Málaga;TOTAL grupo penal;2022;11.863
Málaga;TOTAL grupo penal;2021;8.894
Málaga;TOTAL grupo penal;2020;9.183
Málaga;TOTAL grupo penal;2019;6.550
Málaga;TOTAL grupo penal;2018;3.651
Málaga;TOTAL grupo penal;2017;2.513
Málaga;TOTAL grupo penal;2016;2.105
Málaga;TOTAL grupo penal;2015;1.822
Málaga;TOTAL grupo penal;2014;1.641
Málaga;TOTAL grupo penal;2013;1.681
Málaga;TOTAL grupo penal;2012;1.585
Málaga;TOTAL grupo penal;2011;1.580
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;274
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;151
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;95
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;96
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;97
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;84
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;79
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;60
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;61
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;64
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;46
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;59
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;58
Murcia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;53
Murcia;AMENAZAS Y COACCIONES;2024;405
Murcia;AMENAZAS Y COACCIONES;2023;474
Murcia;AMENAZAS Y COACCIONES;2022;566
Murcia;AMENAZAS Y COACCIONES;2021;572
Murcia;AMENAZAS Y COACCIONES;2020;446
Murcia;AMENAZAS Y COACCIONES;2019;323
Murcia;AMENAZAS Y COACCIONES;2018;320
Murcia;AMENAZAS Y COACCIONES;2017;342
Murcia;AMENAZAS Y COACCIONES;2016;318
Murcia;AMENAZAS Y COACCIONES;2015;279
Murcia;AMENAZAS Y COACCIONES;2014;247
Murcia;AMENAZAS Y COACCIONES;2013;239
Murcia;AMENAZAS Y COACCIONES;2012;253
Murcia;AMENAZAS Y COACCIONES;2011;297
Murcia;CONTRA EL HONOR;2024;33
Murcia;CONTRA EL HONOR;2023;33
Murcia;CONTRA EL HONOR;2022;27
Murcia;CONTRA EL HONOR;2021;60
Murcia;CONTRA EL HONOR;2020;49
Murcia;CONTRA EL HONOR;2019;39
Murcia;CONTRA EL HONOR;2018;38
Murcia;CONTRA EL HONOR;2017;43
Murcia;CONTRA EL HONOR;2016;44
Murcia;CONTRA EL HONOR;2015;74
Murcia;CONTRA EL HONOR;2014;75
Murcia;CONTRA EL HONOR;2013;48
Murcia;CONTRA EL HONOR;2012;50
Murcia;CONTRA EL HONOR;2011;68
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;6
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;1
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;5
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;6
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;5
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;5
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;12
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;3
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;1
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;1
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;1
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;1
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;1
Murcia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;3
Murcia;DELITOS SEXUALES;2024;110
