codigo_ine;Provincias;Grupo penal;periodo;Total_Hechos;Poblacion_Provincial;CCAA;Tasa_Criminalidad;Peso_Tipologia
29;malaga;acceso__e_interceptacion_ilicita;2023;413;1774701;Andalucía;0.2327;2.2953370755293725
29;malaga;acceso__e_interceptacion_ilicita;2024;592;1791183;Andalucía;0.3305;3.264045873077135
29;malaga;amenazas_y_coacciones;2022;642;1752728;Andalucía;0.3663;5.411784540166906
29;malaga;amenazas_y_coacciones;2023;649;1774701;Andalucía;0.3657;3.606958261546157
29;malaga;amenazas_y_coacciones;2024;651;1791183;Andalucía;0.3634;3.589347742184485
29;malaga;contra_el_honor;2022;68;1752728;Andalucía;0.0388;0.5732108235690804
29;malaga;contra_el_honor;2023;51;1774701;Andalucía;0.0287;0.28344356138498306
29;malaga;contra_el_honor;2024;50;1791183;Andalucía;0.0279;0.2756795500909742
29;malaga;contra_la_propiedad_industrial/intelectual;2022;4;1752728;Andalucía;0.0023;0.03371828373935767
29;malaga;contra_la_propiedad_industrial/intelectual;2023;8;1774701;Andalucía;0.0045;0.04446173511921303
29;malaga;contra_la_propiedad_industrial/intelectual;2024;24;1791183;Andalucía;0.0134;0.13232618404366764
29;malaga;delitos_sexuales;2022;70;1752728;Andalucía;0.0399;0.5900699654387591
29;malaga;delitos_sexuales;2023;64;1774701;Andalucía;0.0361;0.35569388095370424
29;malaga;delitos_sexuales;2024;70;1791183;Andalucía;0.0391;0.38595137012736397
29;malaga;falsificacion_informatica;2022;438;1752728;Andalucía;0.2499;3.6921520694596643
29;malaga;falsificacion_informatica;2023;459;1774701;Andalucía;0.2586;2.5509920524648475
29;malaga;falsificacion_informatica;2024;674;1791183;Andalucía;0.3763;3.7161603352263333
29;malaga;interferencia_en_los_datos_y_en_el_sistema;2022;107;1752728;Andalucía;0.061;0.9019640900278175
29;malaga;interferencia_en_los_datos_y_en_el_sistema;2023;108;1774701;Andalucía;0.0609;0.6002334241093759
29;malaga;interferencia_en_los_datos_y_en_el_sistema;2024;121;1791183;Andalucía;0.0676;0.6671445112201577
52;melilla;acceso__e_interceptacion_ilicita;2022;14;85493;Melilla;0.1638;3.45679012345679
52;melilla;acceso__e_interceptacion_ilicita;2023;12;85985;Melilla;0.1396;2.494802494802495
52;melilla;acceso__e_interceptacion_ilicita;2024;35;87067;Melilla;0.402;6.352087114337568
52;melilla;amenazas_y_coacciones;2022;41;85493;Melilla;0.4796;10.123456790123457
52;melilla;amenazas_y_coacciones;2023;34;85985;Melilla;0.3954;7.0686070686070686
52;melilla;amenazas_y_coacciones;2024;38;87067;Melilla;0.4364;6.896551724137931
52;melilla;contra_el_honor;2022;12;85493;Melilla;0.1404;2.9629629629629632
52;melilla;contra_el_honor;2023;16;85985;Melilla;0.1861;3.3264033264033266
52;melilla;contra_el_honor;2024;10;87067;Melilla;0.1149;1.8148820326678767
52;melilla;contra_la_propiedad_industrial/intelectual;2022;0;85493;Melilla;0.0;0.0
52;melilla;contra_la_propiedad_industrial/intelectual;2023;0;85985;Melilla;0.0;0.0
52;melilla;contra_la_propiedad_industrial/intelectual;2024;0;87067;Melilla;0.0;0.0
52;melilla;delitos_sexuales;2022;0;85493;Melilla;0.0;0.0
52;melilla;delitos_sexuales;2023;2;85985;Melilla;0.0233;0.4158004158004158
52;melilla;delitos_sexuales;2024;4;87067;Melilla;0.0459;0.7259528130671506
52;melilla;falsificacion_informatica;2022;5;85493;Melilla;0.0585;1.2345679012345678
52;melilla;falsificacion_informatica;2023;7;85985;Melilla;0.0814;1.4553014553014554
52;melilla;falsificacion_informatica;2024;5;87067;Melilla;0.0574;0.9074410163339384
52;melilla;interferencia_en_los_datos_y_en_el_sistema;2022;4;85493;Melilla;0.0468;0.9876543209876543
52;melilla;interferencia_en_los_datos_y_en_el_sistema;2023;1;85985;Melilla;0.0116;0.2079002079002079
52;melilla;interferencia_en_los_datos_y_en_el_sistema;2024;1;87067;Melilla;0.0115;0.18148820326678766
30;murcia;acceso__e_interceptacion_ilicita;2022;95;1551692;Murcia;0.0612;0.9527630127369371
30;murcia;acceso__e_interceptacion_ilicita;2023;151;1568492;Murcia;0.0963;1.0983415769566482
30;murcia;acceso__e_interceptacion_ilicita;2024;274;1586989;Murcia;0.1727;2.067144473783478
30;murcia;amenazas_y_coacciones;2022;566;1551692;Murcia;0.3648;5.6764617390432255
30;murcia;amenazas_y_coacciones;2023;474;1568492;Murcia;0.3022;3.447774221704975
30;murcia;amenazas_y_coacciones;2024;405;1586989;Murcia;0.2552;3.055450773293097
30;murcia;contra_el_honor;2022;27;1551692;Murcia;0.0174;0.2707852773041821
30;murcia;contra_el_honor;2023;33;1568492;Murcia;0.021;0.2400349141693337
30;murcia;contra_el_honor;2024;33;1586989;Murcia;0.0208;0.24896265560165973
30;murcia;contra_la_propiedad_industrial/intelectual;2022;5;1551692;Murcia;0.0032;0.05014542172299669
30;murcia;contra_la_propiedad_industrial/intelectual;2023;1;1568492;Murcia;0.0006;0.007273785277858598
30;murcia;contra_la_propiedad_industrial/intelectual;2024;6;1586989;Murcia;0.0038;0.04526593738211995
30;murcia;delitos_sexuales;2022;43;1551692;Murcia;0.0277;0.4312506268177715
30;murcia;delitos_sexuales;2023;59;1568492;Murcia;0.0376;0.42915333139365724
30;murcia;delitos_sexuales;2024;110;1586989;Murcia;0.0693;0.8298755186721992
30;murcia;falsificacion_informatica;2022;558;1551692;Murcia;0.3596;5.5962290642864305
30;murcia;falsificacion_informatica;2023;659;1568492;Murcia;0.4201;4.793424498108815
30;murcia;falsificacion_informatica;2024;828;1586989;Murcia;0.5217;6.246699358732554
30;murcia;interferencia_en_los_datos_y_en_el_sistema;2022;26;1551692;Murcia;0.0168;0.2607561929595828
30;murcia;interferencia_en_los_datos_y_en_el_sistema;2023;61;1568492;Murcia;0.0389;0.44370090194937445
30;murcia;interferencia_en_los_datos_y_en_el_sistema;2024;41;1586989;Murcia;0.0258;0.3093172387778197
31;navarra;acceso__e_interceptacion_ilicita;2022;92;672155;Navarra;0.1369;1.673031460265503
31;navarra;acceso__e_interceptacion_ilicita;2023;187;678333;Navarra;0.2757;2.5016722408026757
31;navarra;acceso__e_interceptacion_ilicita;2024;183;683854;Navarra;0.2676;2.6172768878718533
31;navarra;amenazas_y_coacciones;2022;303;672155;Navarra;0.4508;5.510092744135298
31;navarra;amenazas_y_coacciones;2023;343;678333;Navarra;0.5057;4.5886287625418065
31;navarra;amenazas_y_coacciones;2024;335;683854;Navarra;0.4899;4.7911899313501145
31;navarra;contra_el_honor;2022;18;672155;Navarra;0.0268;0.32733224222585927
31;navarra;contra_el_honor;2023;18;678333;Navarra;0.0265;0.2408026755852843
31;navarra;contra_el_honor;2024;28;683854;Navarra;0.0409;0.40045766590389015
31;navarra;contra_la_propiedad_industrial/intelectual;2022;2;672155;Navarra;0.003;0.03637024913620658
31;navarra;contra_la_propiedad_industrial/intelectual;2023;5;678333;Navarra;0.0074;0.06688963210702341
31;navarra;contra_la_propiedad_industrial/intelectual;2024;2;683854;Navarra;0.0029;0.028604118993135013
31;navarra;delitos_sexuales;2022;26;672155;Navarra;0.0387;0.4728132387706856
31;navarra;delitos_sexuales;2023;50;678333;Navarra;0.0737;0.6688963210702341
31;navarra;delitos_sexuales;2024;50;683854;Navarra;0.0731;0.7151029748283754
31;navarra;falsificacion_informatica;2022;214;672155;Navarra;0.3184;3.891616657574105
31;navarra;falsificacion_informatica;2023;267;678333;Navarra;0.3936;3.5719063545150505
31;navarra;falsificacion_informatica;2024;283;683854;Navarra;0.4138;4.047482837528604
31;navarra;interferencia_en_los_datos_y_en_el_sistema;2022;28;672155;Navarra;0.0417;0.5091834879068922
31;navarra;interferencia_en_los_datos_y_en_el_sistema;2023;29;678333;Navarra;0.0428;0.38795986622073575
31;navarra;interferencia_en_los_datos_y_en_el_sistema;2024;21;683854;Navarra;0.0307;0.3003432494279176
32;ourense;acceso__e_interceptacion_ilicita;2022;14;304563;Galicia;0.046;0.5575467941059339
32;ourense;acceso__e_interceptacion_ilicita;2023;22;304467;Galicia;0.0723;0.9769094138543518
32;ourense;acceso__e_interceptacion_ilicita;2024;78;305278;Galicia;0.2555;3.515096890491212
32;ourense;amenazas_y_coacciones;2022;117;304563;Galicia;0.3842;4.659498207885305
32;ourense;amenazas_y_coacciones;2023;179;304467;Galicia;0.5879;7.948490230905861
32;ourense;amenazas_y_coacciones;2024;163;305278;Galicia;0.5339;7.345651194231635
32;ourense;contra_el_honor;2022;18;304563;Galicia;0.0591;0.7168458781362007
32;ourense;contra_el_honor;2023;24;304467;Galicia;0.0788;1.0657193605683837
32;ourense;contra_el_honor;2024;15;305278;Galicia;0.0491;0.67598017124831
32;ourense;contra_la_propiedad_industrial/intelectual;2022;1;304563;Galicia;0.0033;0.039824771007566706
32;ourense;contra_la_propiedad_industrial/intelectual;2023;2;304467;Galicia;0.0066;0.08880994671403197
32;ourense;contra_la_propiedad_industrial/intelectual;2024;4;305278;Galicia;0.0131;0.18026137899954936
32;ourense;delitos_sexuales;2022;13;304563;Galicia;0.0427;0.5177220230983672
32;ourense;delitos_sexuales;2023;9;304467;Galicia;0.0296;0.3996447602131439
32;ourense;delitos_sexuales;2024;8;305278;Galicia;0.0262;0.3605227579990987
32;ourense;falsificacion_informatica;2022;125;304563;Galicia;0.4104;4.978096375945838
32;ourense;falsificacion_informatica;2023;110;304467;Galicia;0.3613;4.8845470692717585
32;ourense;falsificacion_informatica;2024;99;305278;Galicia;0.3243;4.4614691302388465
32;ourense;interferencia_en_los_datos_y_en_el_sistema;2022;6;304563;Galicia;0.0197;0.23894862604540024
32;ourense;interferencia_en_los_datos_y_en_el_sistema;2023;1;304467;Galicia;0.0033;0.04440497335701599
32;ourense;interferencia_en_los_datos_y_en_el_sistema;2024;10;305278;Galicia;0.0328;0.45065344749887337
34;palencia;acceso__e_interceptacion_ilicita;2022;12;157787;Castilla y León;0.0761;0.8620689655172413
34;palencia;acceso__e_interceptacion_ilicita;2023;15;158063;Castilla y León;0.0949;1.043115438108484
34;palencia;acceso__e_interceptacion_ilicita;2024;54;158702;Castilla y León;0.3403;3.2926829268292686
34;palencia;amenazas_y_coacciones;2022;69;157787;Castilla y León;0.4373;4.956896551724138
34;palencia;amenazas_y_coacciones;2023;54;158063;Castilla y León;0.3416;3.7552155771905427
34;palencia;amenazas_y_coacciones;2024;57;158702;Castilla y León;0.3592;3.4756097560975614
34;palencia;contra_el_honor;2022;2;157787;Castilla y León;0.0127;0.14367816091954022
34;palencia;contra_el_honor;2023;4;158063;Castilla y León;0.0253;0.27816411682892905
34;palencia;contra_el_honor;2024;2;158702;Castilla y León;0.0126;0.12195121951219512
34;palencia;contra_la_propiedad_industrial/intelectual;2022;0;157787;Castilla y León;0.0;0.0
34;palencia;contra_la_propiedad_industrial/intelectual;2023;1;158063;Castilla y León;0.0063;0.06954102920723226
34;palencia;contra_la_propiedad_industrial/intelectual;2024;0;158702;Castilla y León;0.0;0.0
34;palencia;delitos_sexuales;2022;3;157787;Castilla y León;0.019;0.21551724137931033
34;palencia;delitos_sexuales;2023;4;158063;Castilla y León;0.0253;0.27816411682892905
34;palencia;delitos_sexuales;2024;5;158702;Castilla y León;0.0315;0.3048780487804878
34;palencia;falsificacion_informatica;2022;30;157787;Castilla y León;0.1901;2.1551724137931036
34;palencia;falsificacion_informatica;2023;36;158063;Castilla y León;0.2278;2.5034770514603615
34;palencia;falsificacion_informatica;2024;84;158702;Castilla y León;0.5293;5.121951219512195
34;palencia;interferencia_en_los_datos_y_en_el_sistema;2022;2;157787;Castilla y León;0.0127;0.14367816091954022
34;palencia;interferencia_en_los_datos_y_en_el_sistema;2023;0;158063;Castilla y León;0.0;0.0
34;palencia;interferencia_en_los_datos_y_en_el_sistema;2024;6;158702;Castilla y León;0.0378;0.3658536585365854
35;palmas;acceso__e_interceptacion_ilicita;2022;151;1145843;Canarias;0.1318;1.8748447976160914
35;palmas;acceso__e_interceptacion_ilicita;2023;266;1159890;Canarias;0.2293;2.5717876824905734
35;palmas;acceso__e_interceptacion_ilicita;2024;268;1171547;Canarias;0.2288;2.8169014084507045
35;palmas;amenazas_y_coacciones;2022;616;1145843;Canarias;0.5376;7.648373479016637
35;palmas;amenazas_y_coacciones;2023;513;1159890;Canarias;0.4423;4.959876244803248
35;palmas;amenazas_y_coacciones;2024;396;1171547;Canarias;0.338;4.162287155770444
35;palmas;contra_el_honor;2022;51;1145843;Canarias;0.0445;0.6332257263471567
35;palmas;contra_el_honor;2023;45;1159890;Canarias;0.0388;0.4350768635792323
35;palmas;contra_el_honor;2024;47;1171547;Canarias;0.0401;0.49400882909396676
35;palmas;contra_la_propiedad_industrial/intelectual;2022;1;1145843;Canarias;0.0009;0.012416190712689347
35;palmas;contra_la_propiedad_industrial/intelectual;2023;1;1159890;Canarias;0.0009;0.009668374746205162
35;palmas;contra_la_propiedad_industrial/intelectual;2024;3;1171547;Canarias;0.0026;0.03153247845280639
35;palmas;delitos_sexuales;2022;56;1145843;Canarias;0.0489;0.6953066799106034
35;palmas;delitos_sexuales;2023;60;1159890;Canarias;0.0517;0.5801024847723097
35;palmas;delitos_sexuales;2024;37;1171547;Canarias;0.0316;0.3889005675846121
35;palmas;falsificacion_informatica;2022;288;1145843;Canarias;0.2513;3.575862925254532
35;palmas;falsificacion_informatica;2023;277;1159890;Canarias;0.2388;2.67813980469883
35;palmas;falsificacion_informatica;2024;335;1171547;Canarias;0.2859;3.5211267605633805
35;palmas;interferencia_en_los_datos_y_en_el_sistema;2022;38;1145843;Canarias;0.0332;0.47181524708219513
35;palmas;interferencia_en_los_datos_y_en_el_sistema;2023;29;1159890;Canarias;0.025;0.28038286763994974
35;palmas;interferencia_en_los_datos_y_en_el_sistema;2024;27;1171547;Canarias;0.023;0.2837923060752575
36;pontevedra;acceso__e_interceptacion_ilicita;2022;114;946710;Galicia;0.1204;1.418792781580585
36;pontevedra;acceso__e_interceptacion_ilicita;2023;189;947869;Galicia;0.1994;2.216488800281459
36;pontevedra;acceso__e_interceptacion_ilicita;2024;222;947818;Galicia;0.2342;2.425169324885296
36;pontevedra;amenazas_y_coacciones;2022;475;946710;Galicia;0.5017;5.9116365899191035
36;pontevedra;amenazas_y_coacciones;2023;418;947869;Galicia;0.441;4.902075759352645
36;pontevedra;amenazas_y_coacciones;2024;553;947818;Galicia;0.5834;6.041074939916976
36;pontevedra;contra_el_honor;2022;72;946710;Galicia;0.0761;0.8960796515245799
36;pontevedra;contra_el_honor;2023;41;947869;Galicia;0.0433;0.4808256127594699
36;pontevedra;contra_el_honor;2024;68;947818;Galicia;0.0717;0.7428446580729736
36;pontevedra;contra_la_propiedad_industrial/intelectual;2022;0;946710;Galicia;0.0;0.0
36;pontevedra;contra_la_propiedad_industrial/intelectual;2023;3;947869;Galicia;0.0032;0.035182361909229506
36;pontevedra;contra_la_propiedad_industrial/intelectual;2024;2;947818;Galicia;0.0021;0.021848372296263928
36;pontevedra;delitos_sexuales;2022;25;946710;Galicia;0.0264;0.3111387678904792
36;pontevedra;delitos_sexuales;2023;36;947869;Galicia;0.038;0.422188342910754
36;pontevedra;delitos_sexuales;2024;35;947818;Galicia;0.0369;0.38234651518461876
36;pontevedra;falsificacion_informatica;2022;261;946710;Galicia;0.2757;3.248288736776602
36;pontevedra;falsificacion_informatica;2023;397;947869;Galicia;0.4188;4.655799225988038
36;pontevedra;falsificacion_informatica;2024;485;947818;Galicia;0.5117;5.298230281844003
36;pontevedra;interferencia_en_los_datos_y_en_el_sistema;2022;54;946710;Galicia;0.057;0.6720597386434349
36;pontevedra;interferencia_en_los_datos_y_en_el_sistema;2023;64;947869;Galicia;0.0675;0.7505570540635628
36;pontevedra;interferencia_en_los_datos_y_en_el_sistema;2024;88;947818;Galicia;0.0928;0.9613283810356128
26;rioja;acceso__e_interceptacion_ilicita;2022;81;322282;La Rioja;0.2513;3.3292231812577064
26;rioja;acceso__e_interceptacion_ilicita;2023;111;324184;La Rioja;0.3424;4.695431472081219
26;rioja;acceso__e_interceptacion_ilicita;2024;140;326803;La Rioja;0.4284;6.055363321799308
26;rioja;amenazas_y_coacciones;2022;124;322282;La Rioja;0.3848;5.09658857377723
26;rioja;amenazas_y_coacciones;2023;132;324184;La Rioja;0.4072;5.583756345177665
26;rioja;amenazas_y_coacciones;2024;161;326803;La Rioja;0.4927;6.963667820069204
26;rioja;contra_el_honor;2022;1;322282;La Rioja;0.0031;0.04110152075626798
26;rioja;contra_el_honor;2023;9;324184;La Rioja;0.0278;0.3807106598984772
26;rioja;contra_el_honor;2024;10;326803;La Rioja;0.0306;0.43252595155709345
26;rioja;contra_la_propiedad_industrial/intelectual;2022;1;322282;La Rioja;0.0031;0.04110152075626798
26;rioja;contra_la_propiedad_industrial/intelectual;2023;1;324184;La Rioja;0.0031;0.04230118443316413
26;rioja;contra_la_propiedad_industrial/intelectual;2024;2;326803;La Rioja;0.0061;0.08650519031141869
26;rioja;delitos_sexuales;2022;8;322282;La Rioja;0.0248;0.32881216605014385
26;rioja;delitos_sexuales;2023;11;324184;La Rioja;0.0339;0.4653130287648054
26;rioja;delitos_sexuales;2024;6;326803;La Rioja;0.0184;0.25951557093425603
26;rioja;falsificacion_informatica;2022;60;322282;La Rioja;0.1862;2.466091245376079
26;rioja;falsificacion_informatica;2023;68;324184;La Rioja;0.2098;2.8764805414551606
26;rioja;falsificacion_informatica;2024;120;326803;La Rioja;0.3672;5.190311418685121
26;rioja;interferencia_en_los_datos_y_en_el_sistema;2022;6;322282;La Rioja;0.0186;0.2466091245376079
26;rioja;interferencia_en_los_datos_y_en_el_sistema;2023;11;324184;La Rioja;0.0339;0.4653130287648054
26;rioja;interferencia_en_los_datos_y_en_el_sistema;2024;5;326803;La Rioja;0.0153;0.21626297577854672
37;salamanca;acceso__e_interceptacion_ilicita;2022;57;327089;Castilla y León;0.1743;1.6248574686431014
37;salamanca;acceso__e_interceptacion_ilicita;2023;99;327552;Castilla y León;0.3022;2.6045777426992895
37;salamanca;acceso__e_interceptacion_ilicita;2024;151;328446;Castilla y León;0.4597;3.965336134453781
37;salamanca;amenazas_y_coacciones;2022;157;327089;Castilla y León;0.48;4.475484606613455
37;salamanca;amenazas_y_coacciones;2023;173;327552;Castilla y León;0.5282;4.551433833201789
37;salamanca;amenazas_y_coacciones;2024;151;328446;Castilla y León;0.4597;3.965336134453781
37;salamanca;contra_el_honor;2022;4;327089;Castilla y León;0.0122;0.11402508551881414
37;salamanca;contra_el_honor;2023;9;327552;Castilla y León;0.0275;0.23677979479084454
37;salamanca;contra_el_honor;2024;10;328446;Castilla y León;0.0304;0.26260504201680673
37;salamanca;contra_la_propiedad_industrial/intelectual;2022;1;327089;Castilla y León;0.0031;0.028506271379703536
37;salamanca;contra_la_propiedad_industrial/intelectual;2023;0;327552;Castilla y León;0.0;0.0
37;salamanca;contra_la_propiedad_industrial/intelectual;2024;2;328446;Castilla y León;0.0061;0.052521008403361345
37;salamanca;delitos_sexuales;2022;7;327089;Castilla y León;0.0214;0.19954389965792474
37;salamanca;delitos_sexuales;2023;13;327552;Castilla y León;0.0397;0.342015259142331
37;salamanca;delitos_sexuales;2024;9;328446;Castilla y León;0.0274;0.23634453781512604
37;salamanca;falsificacion_informatica;2022;242;327089;Castilla y León;0.7399;6.8985176738882545
37;salamanca;falsificacion_informatica;2023;267;327552;Castilla y León;0.8151;7.02446724546172
37;salamanca;falsificacion_informatica;2024;286;328446;Castilla y León;0.8708;7.510504201680672
37;salamanca;interferencia_en_los_datos_y_en_el_sistema;2022;38;327089;Castilla y León;0.1162;1.0832383124287344
37;salamanca;interferencia_en_los_datos_y_en_el_sistema;2023;19;327552;Castilla y León;0.058;0.4998684556695606
37;salamanca;interferencia_en_los_datos_y_en_el_sistema;2024;32;328446;Castilla y León;0.0974;0.8403361344537815
38;santa_cruz_de_tenerife;acceso__e_interceptacion_ilicita;2022;101;1067173;Canarias;0.0946;1.7939609236234457
38;santa_cruz_de_tenerife;acceso__e_interceptacion_ilicita;2023;97;1078864;Canarias;0.0899;1.3236899563318776
38;santa_cruz_de_tenerife;acceso__e_interceptacion_ilicita;2024;150;1087319;Canarias;0.138;2.0709650697224906
38;santa_cruz_de_tenerife;amenazas_y_coacciones;2022;412;1067173;Canarias;0.3861;7.317939609236235
38;santa_cruz_de_tenerife;amenazas_y_coacciones;2023;358;1078864;Canarias;0.3318;4.885371179039302
38;santa_cruz_de_tenerife;amenazas_y_coacciones;2024;370;1087319;Canarias;0.3403;5.108380505315477
38;santa_cruz_de_tenerife;contra_el_honor;2022;21;1067173;Canarias;0.0197;0.37300177619893427
38;santa_cruz_de_tenerife;contra_el_honor;2023;18;1078864;Canarias;0.0167;0.24563318777292578
38;santa_cruz_de_tenerife;contra_el_honor;2024;13;1087319;Canarias;0.012;0.1794836393759492
38;santa_cruz_de_tenerife;contra_la_propiedad_industrial/intelectual;2022;1;1067173;Canarias;0.0009;0.017761989342806393
38;santa_cruz_de_tenerife;contra_la_propiedad_industrial/intelectual;2023;3;1078864;Canarias;0.0028;0.04093886462882096
38;santa_cruz_de_tenerife;contra_la_propiedad_industrial/intelectual;2024;2;1087319;Canarias;0.0018;0.027612867596299873
38;santa_cruz_de_tenerife;delitos_sexuales;2022;41;1067173;Canarias;0.0384;0.7282415630550622
38;santa_cruz_de_tenerife;delitos_sexuales;2023;32;1078864;Canarias;0.0297;0.43668122270742354
38;santa_cruz_de_tenerife;delitos_sexuales;2024;33;1087319;Canarias;0.0303;0.45561231533894797
38;santa_cruz_de_tenerife;falsificacion_informatica;2022;185;1067173;Canarias;0.1734;3.285968028419183
38;santa_cruz_de_tenerife;falsificacion_informatica;2023;194;1078864;Canarias;0.1798;2.647379912663755
38;santa_cruz_de_tenerife;falsificacion_informatica;2024;285;1087319;Canarias;0.2621;3.9348336324727327
38;santa_cruz_de_tenerife;interferencia_en_los_datos_y_en_el_sistema;2022;23;1067173;Canarias;0.0216;0.4085257548845471
38;santa_cruz_de_tenerife;interferencia_en_los_datos_y_en_el_sistema;2023;26;1078864;Canarias;0.0241;0.3548034934497817
38;santa_cruz_de_tenerife;interferencia_en_los_datos_y_en_el_sistema;2024;27;1087319;Canarias;0.0248;0.3727737125500483
40;segovia;acceso__e_interceptacion_ilicita;2022;14;155332;Castilla y León;0.0901;1.0769230769230769
40;segovia;acceso__e_interceptacion_ilicita;2023;17;156620;Castilla y León;0.1085;0.9164420485175202
40;segovia;acceso__e_interceptacion_ilicita;2024;19;158251;Castilla y León;0.1201;0.9973753280839894
40;segovia;amenazas_y_coacciones;2022;69;155332;Castilla y León;0.4442;5.3076923076923075
40;segovia;amenazas_y_coacciones;2023;81;156620;Castilla y León;0.5172;4.366576819407008
40;segovia;amenazas_y_coacciones;2024;71;158251;Castilla y León;0.4487;3.727034120734908
40;segovia;contra_el_honor;2022;8;155332;Castilla y León;0.0515;0.6153846153846154
40;segovia;contra_el_honor;2023;18;156620;Castilla y León;0.1149;0.9703504043126685
40;segovia;contra_el_honor;2024;5;158251;Castilla y León;0.0316;0.26246719160104987
40;segovia;contra_la_propiedad_industrial/intelectual;2022;0;155332;Castilla y León;0.0;0.0
40;segovia;contra_la_propiedad_industrial/intelectual;2023;0;156620;Castilla y León;0.0;0.0
40;segovia;contra_la_propiedad_industrial/intelectual;2024;0;158251;Castilla y León;0.0;0.0
40;segovia;delitos_sexuales;2022;3;155332;Castilla y León;0.0193;0.23076923076923078
40;segovia;delitos_sexuales;2023;7;156620;Castilla y León;0.0447;0.37735849056603776
40;segovia;delitos_sexuales;2024;4;158251;Castilla y León;0.0253;0.2099737532808399
40;segovia;falsificacion_informatica;2022;95;155332;Castilla y León;0.6116;7.307692307692308
40;segovia;falsificacion_informatica;2023;76;156620;Castilla y León;0.4853;4.097035040431267
40;segovia;falsificacion_informatica;2024;73;158251;Castilla y León;0.4613;3.832020997375328
40;segovia;interferencia_en_los_datos_y_en_el_sistema;2022;1;155332;Castilla y León;0.0064;0.07692307692307693
40;segovia;interferencia_en_los_datos_y_en_el_sistema;2023;1;156620;Castilla y León;0.0064;0.05390835579514825
40;segovia;interferencia_en_los_datos_y_en_el_sistema;2024;2;158251;Castilla y León;0.0126;0.10498687664041995
41;sevilla;acceso__e_interceptacion_ilicita;2022;314;1959394;Andalucía;0.1603;2.1521590130226183
41;sevilla;acceso__e_interceptacion_ilicita;2023;453;1968624;Andalucía;0.2301;2.3891144981804757
41;sevilla;acceso__e_interceptacion_ilicita;2024;602;1977664;Andalucía;0.3044;3.108219743907476
41;sevilla;amenazas_y_coacciones;2022;879;1959394;Andalucía;0.4486;6.024674434544208
41;sevilla;amenazas_y_coacciones;2023;909;1968624;Andalucía;0.4617;4.794050946680027
41;sevilla;amenazas_y_coacciones;2024;1071;1977664;Andalucía;0.5415;5.529739776951673
41;sevilla;contra_el_honor;2022;95;1959394;Andalucía;0.0485;0.6511309115832763
41;sevilla;contra_el_honor;2023;86;1968624;Andalucía;0.0437;0.45356257581351195
41;sevilla;contra_el_honor;2024;89;1977664;Andalucía;0.045;0.4595208591491119
41;sevilla;contra_la_propiedad_industrial/intelectual;2022;8;1959394;Andalucía;0.0041;0.054832076764907464
41;sevilla;contra_la_propiedad_industrial/intelectual;2023;4;1968624;Andalucía;0.002;0.021095933758767997
41;sevilla;contra_la_propiedad_industrial/intelectual;2024;4;1977664;Andalucía;0.002;0.020652622883106157
41;sevilla;delitos_sexuales;2022;136;1959394;Andalucía;0.0694;0.9321453050034271
41;sevilla;delitos_sexuales;2023;131;1968624;Andalucía;0.0665;0.6908918305996519
41;sevilla;delitos_sexuales;2024;81;1977664;Andalucía;0.041;0.4182156133828996
41;sevilla;falsificacion_informatica;2022;241;1959394;Andalucía;0.123;1.6518163125428376
41;sevilla;falsificacion_informatica;2023;249;1968624;Andalucía;0.1265;1.313221876483308
41;sevilla;falsificacion_informatica;2024;412;1977664;Andalucía;0.2083;2.127220156959934
41;sevilla;interferencia_en_los_datos_y_en_el_sistema;2022;67;1959394;Andalucía;0.0342;0.4592186429061001
41;sevilla;interferencia_en_los_datos_y_en_el_sistema;2023;107;1968624;Andalucía;0.0544;0.564316228047044
41;sevilla;interferencia_en_los_datos_y_en_el_sistema;2024;111;1977664;Andalucía;0.0561;0.5731102850061958
42;soria;acceso__e_interceptacion_ilicita;2022;10;89528;Castilla y León;0.1117;0.9587727708533078
42;soria;acceso__e_interceptacion_ilicita;2023;12;90073;Castilla y León;0.1332;0.9779951100244498
42;soria;acceso__e_interceptacion_ilicita;2024;9;90183;Castilla y León;0.0998;0.8928571428571428
42;soria;amenazas_y_coacciones;2022;44;89528;Castilla y León;0.4915;4.218600191754554
42;soria;amenazas_y_coacciones;2023;41;90073;Castilla y León;0.4552;3.341483292583537
42;soria;amenazas_y_coacciones;2024;39;90183;Castilla y León;0.4325;3.869047619047619
42;soria;contra_el_honor;2022;1;89528;Castilla y León;0.0112;0.09587727708533077
42;soria;contra_el_honor;2023;2;90073;Castilla y León;0.0222;0.16299918500407498
42;soria;contra_el_honor;2024;6;90183;Castilla y León;0.0665;0.5952380952380952
42;soria;contra_la_propiedad_industrial/intelectual;2022;0;89528;Castilla y León;0.0;0.0
42;soria;contra_la_propiedad_industrial/intelectual;2023;1;90073;Castilla y León;0.0111;0.08149959250203749
42;soria;contra_la_propiedad_industrial/intelectual;2024;0;90183;Castilla y León;0.0;0.0
42;soria;delitos_sexuales;2022;3;89528;Castilla y León;0.0335;0.28763183125599234
42;soria;delitos_sexuales;2023;2;90073;Castilla y León;0.0222;0.16299918500407498
42;soria;delitos_sexuales;2024;1;90183;Castilla y León;0.0111;0.0992063492063492
42;soria;falsificacion_informatica;2022;19;89528;Castilla y León;0.2122;1.821668264621285
