Provincias;Grupo penal;periodo;Total_Hechos;Poblacion_Provincial;CCAA;Tasa_Criminalidad;codigo_ine;Total_Provincial;Peso_Tipologia;Peso_Fraude;VAR_pct
araba;acceso__e_interceptacion_ilicita;2023;49;338594;País Vasco;0.1447;01;4653;1.053084031807436;;28.947368421052634
araba;acceso__e_interceptacion_ilicita;2024;32;341961;País Vasco;0.0936;01;4440;0.7207207207207207;;-34.693877551020414
araba;amenazas_y_coacciones;2022;116;336308;País Vasco;0.3449;01;3561;3.257511934849761;;
araba;amenazas_y_coacciones;2023;232;338594;País Vasco;0.6852;01;4653;4.986030517945412;;100.0
araba;amenazas_y_coacciones;2024;236;341961;País Vasco;0.6901;01;4440;5.315315315315315;;1.724137931034475
araba;contra_el_honor;2022;1;336308;País Vasco;0.003;01;3561;0.02808199943836001;;
araba;contra_el_honor;2023;0;338594;País Vasco;0.0;01;4653;0.0;;-100.0
araba;contra_el_honor;2024;0;341961;País Vasco;0.0;01;4440;0.0;;
araba;contra_la_propiedad_industrial/intelectual;2022;0;336308;País Vasco;0.0;01;3561;0.0;;
araba;contra_la_propiedad_industrial/intelectual;2023;2;338594;País Vasco;0.0059;01;4653;0.04298302170642596;;inf
araba;contra_la_propiedad_industrial/intelectual;2024;0;341961;País Vasco;0.0;01;4440;0.0;;-100.0
araba;delitos_sexuales;2022;5;336308;País Vasco;0.0149;01;3561;0.14040999719180006;;
araba;delitos_sexuales;2023;25;338594;País Vasco;0.0738;01;4653;0.5372877713303246;;400.0
araba;delitos_sexuales;2024;18;341961;País Vasco;0.0526;01;4440;0.40540540540540543;;-28.000000000000004
araba;falsificacion_informatica;2022;205;336308;País Vasco;0.6096;01;3561;5.756809884863802;;
araba;falsificacion_informatica;2023;201;338594;País Vasco;0.5936;01;4653;4.31979368149581;;-1.9512195121951237
araba;falsificacion_informatica;2024;197;341961;País Vasco;0.5761;01;4440;4.436936936936937;;-1.9900497512437831
araba;fraude_informatico;2022;3186;336308;País Vasco;9.4735;01;3561;89.46925021061499;89.46925021061499;
araba;fraude_informatico;2023;4139;338594;País Vasco;12.2241;01;4653;88.95336342144853;88.95336342144853;29.912115505335834
araba;fraude_informatico;2024;3953;341961;País Vasco;11.5598;01;4440;89.03153153153153;89.03153153153153;-4.493839091568008
araba;interferencia_en_los_datos_y_en_el_sistema;2022;10;336308;País Vasco;0.0297;01;3561;0.2808199943836001;;
araba;interferencia_en_los_datos_y_en_el_sistema;2023;5;338594;País Vasco;0.0148;01;4653;0.1074575542660649;;-50.0
araba;interferencia_en_los_datos_y_en_el_sistema;2024;4;341961;País Vasco;0.0117;01;4440;0.09009009009009009;;-19.999999999999996
asturias;acceso__e_interceptacion_ilicita;2022;121;1006060;Asturias;0.1203;33;8560;1.4135514018691588;;
asturias;acceso__e_interceptacion_ilicita;2023;143;1009599;Asturias;0.1416;33;8648;1.6535615171137836;;18.181818181818187
asturias;acceso__e_interceptacion_ilicita;2024;322;1015128;Asturias;0.3172;33;9183;3.5064793640422516;;125.17482517482517
asturias;amenazas_y_coacciones;2022;362;1006060;Asturias;0.3598;33;8560;4.228971962616822;;
asturias;amenazas_y_coacciones;2023;302;1009599;Asturias;0.2991;33;8648;3.4921369102682704;;-16.574585635359117
asturias;amenazas_y_coacciones;2024;328;1015128;Asturias;0.3231;33;9183;3.5718174888380703;;8.609271523178808
asturias;contra_el_honor;2022;51;1006060;Asturias;0.0507;33;8560;0.5957943925233645;;
asturias;contra_el_honor;2023;27;1009599;Asturias;0.0267;33;8648;0.3122109158186864;;-47.05882352941176
asturias;contra_el_honor;2024;25;1015128;Asturias;0.0246;33;9183;0.27224218664924316;;-7.4074074074074066
asturias;contra_la_propiedad_industrial/intelectual;2022;2;1006060;Asturias;0.002;33;8560;0.023364485981308414;;
asturias;contra_la_propiedad_industrial/intelectual;2023;3;1009599;Asturias;0.003;33;8648;0.03469010175763182;;50.0
asturias;contra_la_propiedad_industrial/intelectual;2024;8;1015128;Asturias;0.0079;33;9183;0.08711749972775781;;166.66666666666666
asturias;delitos_sexuales;2022;39;1006060;Asturias;0.0388;33;8560;0.45560747663551404;;
asturias;delitos_sexuales;2023;27;1009599;Asturias;0.0267;33;8648;0.3122109158186864;;-30.76923076923077
asturias;delitos_sexuales;2024;27;1015128;Asturias;0.0266;33;9183;0.29402156158118264;;0.0
asturias;falsificacion_informatica;2022;281;1006060;Asturias;0.2793;33;8560;3.2827102803738315;;
asturias;falsificacion_informatica;2023;213;1009599;Asturias;0.211;33;8648;2.4629972247918595;;-24.199288256227756
asturias;falsificacion_informatica;2024;303;1015128;Asturias;0.2985;33;9183;3.299575302188827;;42.253521126760575
asturias;fraude_informatico;2022;7661;1006060;Asturias;7.6149;33;8560;89.49766355140187;89.49766355140187;
asturias;fraude_informatico;2023;7897;1009599;Asturias;7.8219;33;8648;91.3159111933395;91.3159111933395;3.0805377888004193
asturias;fraude_informatico;2024;8117;1015128;Asturias;7.996;33;9183;88.39159316127628;88.39159316127628;2.7858680511586575
asturias;interferencia_en_los_datos_y_en_el_sistema;2022;43;1006060;Asturias;0.0427;33;8560;0.5023364485981309;;
asturias;interferencia_en_los_datos_y_en_el_sistema;2023;36;1009599;Asturias;0.0357;33;8648;0.4162812210915819;;-16.279069767441857
asturias;interferencia_en_los_datos_y_en_el_sistema;2024;53;1015128;Asturias;0.0522;33;9183;0.5771534356963955;;47.22222222222223
avila;acceso__e_interceptacion_ilicita;2022;7;159764;Castilla y León;0.0438;05;1218;0.5747126436781609;;
avila;acceso__e_interceptacion_ilicita;2023;10;160463;Castilla y León;0.0623;05;1839;0.5437737901033171;;42.85714285714286
avila;acceso__e_interceptacion_ilicita;2024;16;160738;Castilla y León;0.0995;05;1775;0.9014084507042254;;60.00000000000001
avila;amenazas_y_coacciones;2022;48;159764;Castilla y León;0.3004;05;1218;3.9408866995073892;;
avila;amenazas_y_coacciones;2023;49;160463;Castilla y León;0.3054;05;1839;2.6644915715062534;;2.083333333333326
avila;amenazas_y_coacciones;2024;45;160738;Castilla y León;0.28;05;1775;2.535211267605634;;-8.163265306122447
avila;contra_el_honor;2022;4;159764;Castilla y León;0.025;05;1218;0.3284072249589491;;
avila;contra_el_honor;2023;7;160463;Castilla y León;0.0436;05;1839;0.38064165307232195;;75.0
avila;contra_el_honor;2024;8;160738;Castilla y León;0.0498;05;1775;0.4507042253521127;;14.28571428571428
avila;contra_la_propiedad_industrial/intelectual;2022;0;159764;Castilla y León;0.0;05;1218;0.0;;
avila;contra_la_propiedad_industrial/intelectual;2023;0;160463;Castilla y León;0.0;05;1839;0.0;;
avila;contra_la_propiedad_industrial/intelectual;2024;0;160738;Castilla y León;0.0;05;1775;0.0;;
avila;delitos_sexuales;2022;8;159764;Castilla y León;0.0501;05;1218;0.6568144499178982;;
avila;delitos_sexuales;2023;5;160463;Castilla y León;0.0312;05;1839;0.27188689505165853;;-37.5
avila;delitos_sexuales;2024;5;160738;Castilla y León;0.0311;05;1775;0.28169014084507044;;0.0
avila;falsificacion_informatica;2022;54;159764;Castilla y León;0.338;05;1218;4.433497536945813;;
avila;falsificacion_informatica;2023;80;160463;Castilla y León;0.4986;05;1839;4.3501903208265364;;48.14814814814814
avila;falsificacion_informatica;2024;72;160738;Castilla y León;0.4479;05;1775;4.056338028169014;;-9.999999999999998
avila;fraude_informatico;2022;1094;159764;Castilla y León;6.8476;05;1218;89.81937602627258;89.81937602627258;
avila;fraude_informatico;2023;1684;160463;Castilla y León;10.4946;05;1839;91.57150625339858;91.57150625339858;53.93053016453382
avila;fraude_informatico;2024;1626;160738;Castilla y León;10.1158;05;1775;91.6056338028169;91.6056338028169;-3.444180522565321
avila;interferencia_en_los_datos_y_en_el_sistema;2022;3;159764;Castilla y León;0.0188;05;1218;0.24630541871921183;;
avila;interferencia_en_los_datos_y_en_el_sistema;2023;4;160463;Castilla y León;0.0249;05;1839;0.2175095160413268;;33.33333333333333
avila;interferencia_en_los_datos_y_en_el_sistema;2024;3;160738;Castilla y León;0.0187;05;1775;0.16901408450704225;;-25.0
badajoz;acceso__e_interceptacion_ilicita;2022;73;666049;Extremadura;0.1096;06;5087;1.4350304698250442;;
badajoz;acceso__e_interceptacion_ilicita;2023;138;666029;Extremadura;0.2072;06;5683;2.428294914657751;;89.04109589041096
badajoz;acceso__e_interceptacion_ilicita;2024;150;665155;Extremadura;0.2255;06;5764;2.60235947258848;;8.695652173913038
badajoz;amenazas_y_coacciones;2022;249;666049;Extremadura;0.3738;06;5087;4.894829958718302;;
badajoz;amenazas_y_coacciones;2023;312;666029;Extremadura;0.4684;06;5683;5.490058067921872;;25.30120481927711
badajoz;amenazas_y_coacciones;2024;360;665155;Extremadura;0.5412;06;5764;6.2456627342123525;;15.384615384615374
badajoz;contra_el_honor;2022;19;666049;Extremadura;0.0285;06;5087;0.37350108118734027;;
badajoz;contra_el_honor;2023;32;666029;Extremadura;0.048;06;5683;0.5630828787612177;;68.42105263157893
badajoz;contra_el_honor;2024;41;665155;Extremadura;0.0616;06;5764;0.7113115891741846;;28.125
badajoz;contra_la_propiedad_industrial/intelectual;2022;2;666049;Extremadura;0.003;06;5087;0.03931590328287793;;
badajoz;contra_la_propiedad_industrial/intelectual;2023;3;666029;Extremadura;0.0045;06;5683;0.052789019883864155;;50.0
badajoz;contra_la_propiedad_industrial/intelectual;2024;1;665155;Extremadura;0.0015;06;5764;0.01734906315058987;;-66.66666666666667
badajoz;delitos_sexuales;2022;21;666049;Extremadura;0.0315;06;5087;0.41281698447021825;;
badajoz;delitos_sexuales;2023;31;666029;Extremadura;0.0465;06;5683;0.5454865387999297;;47.61904761904763
badajoz;delitos_sexuales;2024;26;665155;Extremadura;0.0391;06;5764;0.4510756419153366;;-16.129032258064512
badajoz;falsificacion_informatica;2022;280;666049;Extremadura;0.4204;06;5087;5.50422645960291;;
badajoz;falsificacion_informatica;2023;338;666029;Extremadura;0.5075;06;5683;5.947562906915362;;20.714285714285708
badajoz;falsificacion_informatica;2024;500;665155;Extremadura;0.7517;06;5764;8.674531575294935;;47.928994082840234
badajoz;fraude_informatico;2022;4423;666049;Extremadura;6.6407;06;5087;86.94712011008453;86.94712011008453;
badajoz;fraude_informatico;2023;4809;666029;Extremadura;7.2204;06;5683;84.62079887383425;84.62079887383425;8.727108297535601
badajoz;fraude_informatico;2024;4669;665155;Extremadura;7.0194;06;5764;81.00277585010409;81.00277585010409;-2.911208151382827
badajoz;interferencia_en_los_datos_y_en_el_sistema;2022;20;666049;Extremadura;0.03;06;5087;0.39315903282877923;;
badajoz;interferencia_en_los_datos_y_en_el_sistema;2023;20;666029;Extremadura;0.03;06;5683;0.35192679922576103;;0.0
badajoz;interferencia_en_los_datos_y_en_el_sistema;2024;17;665155;Extremadura;0.0256;06;5764;0.29493407356002777;;-15.000000000000002
balears;acceso__e_interceptacion_ilicita;2022;240;1209906;Islas Baleares;0.1984;07;8701;2.7583036432593957;;
balears;acceso__e_interceptacion_ilicita;2023;215;1231768;Islas Baleares;0.1745;07;11485;1.872006965607314;;-10.416666666666663
balears;acceso__e_interceptacion_ilicita;2024;246;1249844;Islas Baleares;0.1968;07;12953;1.8991739365397977;;14.41860465116278
balears;amenazas_y_coacciones;2022;567;1209906;Islas Baleares;0.4686;07;8701;6.516492357200322;;
balears;amenazas_y_coacciones;2023;573;1231768;Islas Baleares;0.4652;07;11485;4.989116238572051;;1.0582010582010692
balears;amenazas_y_coacciones;2024;659;1249844;Islas Baleares;0.5273;07;12953;5.087624488535474;;15.008726003490391
balears;contra_el_honor;2022;29;1209906;Islas Baleares;0.024;07;8701;0.33329502356051033;;
balears;contra_el_honor;2023;28;1231768;Islas Baleares;0.0227;07;11485;0.2437962559860688;;-3.4482758620689613
balears;contra_el_honor;2024;25;1249844;Islas Baleares;0.02;07;12953;0.1930054813556705;;-10.71428571428571
balears;contra_la_propiedad_industrial/intelectual;2022;1;1209906;Islas Baleares;0.0008;07;8701;0.011492931846914148;;
balears;contra_la_propiedad_industrial/intelectual;2023;4;1231768;Islas Baleares;0.0032;07;11485;0.0348280365694384;;300.0
balears;contra_la_propiedad_industrial/intelectual;2024;1;1249844;Islas Baleares;0.0008;07;12953;0.0077202192542268205;;-75.0
balears;delitos_sexuales;2022;60;1209906;Islas Baleares;0.0496;07;8701;0.6895759108148489;;
balears;delitos_sexuales;2023;60;1231768;Islas Baleares;0.0487;07;11485;0.5224205485415759;;0.0
balears;delitos_sexuales;2024;57;1249844;Islas Baleares;0.0456;07;12953;0.44005249749092873;;-5.000000000000004
balears;falsificacion_informatica;2022;313;1209906;Islas Baleares;0.2587;07;8701;3.597287668084128;;
balears;falsificacion_informatica;2023;258;1231768;Islas Baleares;0.2095;07;11485;2.2464083587287766;;-17.571884984025555
balears;falsificacion_informatica;2024;433;1249844;Islas Baleares;0.3464;07;12953;3.3428549370802134;;67.8294573643411
balears;fraude_informatico;2022;7452;1209906;Islas Baleares;6.1592;07;8701;85.64532812320424;85.64532812320424;
balears;fraude_informatico;2023;10299;1231768;Islas Baleares;8.3612;07;11485;89.67348715716152;89.67348715716152;38.204508856682764
balears;fraude_informatico;2024;11491;1249844;Islas Baleares;9.1939;07;12953;88.71303945032038;88.71303945032038;11.573939217399754
balears;interferencia_en_los_datos_y_en_el_sistema;2022;39;1209906;Islas Baleares;0.0322;07;8701;0.4482243420296518;;
balears;interferencia_en_los_datos_y_en_el_sistema;2023;48;1231768;Islas Baleares;0.039;07;11485;0.4179364388332608;;23.076923076923084
balears;interferencia_en_los_datos_y_en_el_sistema;2024;41;1249844;Islas Baleares;0.0328;07;12953;0.3165289894232996;;-14.583333333333337
barcelona;acceso__e_interceptacion_ilicita;2022;513;5797356;Cataluña;0.0885;08;46513;1.102917463934814;;
barcelona;acceso__e_interceptacion_ilicita;2023;541;5877672;Cataluña;0.092;08;54959;0.984370166851653;;5.458089668615984
barcelona;acceso__e_interceptacion_ilicita;2024;567;5959941;Cataluña;0.0951;08;55965;1.0131332082551596;;4.805914972273562
barcelona;amenazas_y_coacciones;2022;495;5797356;Cataluña;0.0854;08;46513;1.0642186055511362;;
barcelona;amenazas_y_coacciones;2023;476;5877672;Cataluña;0.081;08;54959;0.8661001837733584;;-3.838383838383841
barcelona;amenazas_y_coacciones;2024;636;5959941;Cataluña;0.1067;08;55965;1.1364245510586974;;33.613445378151255
barcelona;contra_el_honor;2022;9;5797356;Cataluña;0.0016;08;46513;0.01934942919183884;;
barcelona;contra_el_honor;2023;8;5877672;Cataluña;0.0014;08;54959;0.014556305609636274;;-11.111111111111116
barcelona;contra_el_honor;2024;14;5959941;Cataluña;0.0023;08;55965;0.025015634771732333;;75.0
barcelona;contra_la_propiedad_industrial/intelectual;2022;9;5797356;Cataluña;0.0016;08;46513;0.01934942919183884;;
barcelona;contra_la_propiedad_industrial/intelectual;2023;7;5877672;Cataluña;0.0012;08;54959;0.01273676740843174;;-22.22222222222222
barcelona;contra_la_propiedad_industrial/intelectual;2024;22;5959941;Cataluña;0.0037;08;55965;0.03931028321272224;;214.28571428571428
barcelona;delitos_sexuales;2022;143;5797356;Cataluña;0.0247;08;46513;0.30744093049255045;;
barcelona;delitos_sexuales;2023;108;5877672;Cataluña;0.0184;08;54959;0.19651012573008972;;-24.47552447552448
barcelona;delitos_sexuales;2024;142;5959941;Cataluña;0.0238;08;55965;0.2537300098275708;;31.481481481481488
barcelona;falsificacion_informatica;2022;252;5797356;Cataluña;0.0435;08;46513;0.5417840173714875;;
barcelona;falsificacion_informatica;2023;254;5877672;Cataluña;0.0432;08;54959;0.46216270310595176;;0.7936507936507908
barcelona;falsificacion_informatica;2024;1195;5959941;Cataluña;0.2005;08;55965;2.135263110872867;;370.47244094488184
barcelona;fraude_informatico;2022;45021;5797356;Cataluña;7.7658;08;46513;96.7922946273085;96.7922946273085;
barcelona;fraude_informatico;2023;53494;5877672;Cataluña;9.1012;08;54959;97.33437653523535;97.33437653523535;18.820106172674976
barcelona;fraude_informatico;2024;53332;5959941;Cataluña;8.9484;08;55965;95.29527383185919;95.29527383185919;-0.3028377014244632
barcelona;interferencia_en_los_datos_y_en_el_sistema;2022;71;5797356;Cataluña;0.0122;08;46513;0.15264549695783974;;
barcelona;interferencia_en_los_datos_y_en_el_sistema;2023;71;5877672;Cataluña;0.0121;08;54959;0.12918721228552194;;0.0
barcelona;interferencia_en_los_datos_y_en_el_sistema;2024;57;5959941;Cataluña;0.0096;08;55965;0.10184937014205307;;-19.718309859154925
bizkaia;acceso__e_interceptacion_ilicita;2022;138;1153282;País Vasco;0.1197;48;11277;1.223729715349827;;
bizkaia;acceso__e_interceptacion_ilicita;2023;153;1159368;País Vasco;0.132;48;14490;1.0559006211180124;;10.869565217391308
bizkaia;acceso__e_interceptacion_ilicita;2024;162;1167233;País Vasco;0.1388;48;13494;1.200533570475767;;5.882352941176472
bizkaia;amenazas_y_coacciones;2022;447;1153282;País Vasco;0.3876;48;11277;3.963820164937484;;
bizkaia;amenazas_y_coacciones;2023;648;1159368;País Vasco;0.5589;48;14490;4.472049689440994;;44.96644295302013
bizkaia;amenazas_y_coacciones;2024;646;1167233;País Vasco;0.5534;48;13494;4.787312879798429;;-0.30864197530864335
bizkaia;contra_el_honor;2022;3;1153282;País Vasco;0.0026;48;11277;0.026602819898909287;;
bizkaia;contra_el_honor;2023;1;1159368;País Vasco;0.0009;48;14490;0.006901311249137337;;-66.66666666666667
bizkaia;contra_el_honor;2024;4;1167233;País Vasco;0.0034;48;13494;0.029642804209278194;;300.0
bizkaia;contra_la_propiedad_industrial/intelectual;2022;3;1153282;País Vasco;0.0026;48;11277;0.026602819898909287;;
bizkaia;contra_la_propiedad_industrial/intelectual;2023;4;1159368;País Vasco;0.0035;48;14490;0.027605244996549348;;33.33333333333333
bizkaia;contra_la_propiedad_industrial/intelectual;2024;8;1167233;País Vasco;0.0069;48;13494;0.05928560841855639;;100.0
bizkaia;delitos_sexuales;2022;37;1153282;País Vasco;0.0321;48;11277;0.3281014454198812;;
bizkaia;delitos_sexuales;2023;34;1159368;País Vasco;0.0293;48;14490;0.23464458247066944;;-8.108108108108103
bizkaia;delitos_sexuales;2024;35;1167233;País Vasco;0.03;48;13494;0.2593745368311842;;2.941176470588225
bizkaia;falsificacion_informatica;2022;521;1153282;País Vasco;0.4518;48;11277;4.620023055777246;;
bizkaia;falsificacion_informatica;2023;578;1159368;País Vasco;0.4985;48;14490;3.9889579020013803;;10.940499040307095
bizkaia;falsificacion_informatica;2024;573;1167233;País Vasco;0.4909;48;13494;4.246331702979102;;-0.865051903114189
bizkaia;fraude_informatico;2022;10103;1153282;País Vasco;8.7602;48;11277;89.5894298128935;89.5894298128935;
bizkaia;fraude_informatico;2023;13061;1159368;País Vasco;11.2656;48;14490;90.13802622498275;90.13802622498275;29.278432148866674
bizkaia;fraude_informatico;2024;12056;1167233;País Vasco;10.3287;48;13494;89.34341188676449;89.34341188676449;-7.694663502028942
bizkaia;interferencia_en_los_datos_y_en_el_sistema;2022;25;1153282;País Vasco;0.0217;48;11277;0.22169016582424406;;
bizkaia;interferencia_en_los_datos_y_en_el_sistema;2023;11;1159368;País Vasco;0.0095;48;14490;0.0759144237405107;;-56.00000000000001
bizkaia;interferencia_en_los_datos_y_en_el_sistema;2024;10;1167233;País Vasco;0.0086;48;13494;0.07410701052319549;;-9.090909090909093
burgos;acceso__e_interceptacion_ilicita;2022;34;357370;Castilla y León;0.0951;09;2822;1.2048192771084338;;
burgos;acceso__e_interceptacion_ilicita;2023;38;359740;Castilla y León;0.1056;09;3560;1.0674157303370786;;11.764705882352944
burgos;acceso__e_interceptacion_ilicita;2024;62;362663;Castilla y León;0.171;09;3355;1.8479880774962745;;63.1578947368421
burgos;amenazas_y_coacciones;2022;139;357370;Castilla y León;0.389;09;2822;4.925584691708009;;
burgos;amenazas_y_coacciones;2023;128;359740;Castilla y León;0.3558;09;3560;3.5955056179775284;;-7.913669064748197
burgos;amenazas_y_coacciones;2024;134;362663;Castilla y León;0.3695;09;3355;3.994038748137109;;4.6875
burgos;contra_el_honor;2022;6;357370;Castilla y León;0.0168;09;2822;0.21261516654854712;;
burgos;contra_el_honor;2023;4;359740;Castilla y León;0.0111;09;3560;0.11235955056179776;;-33.333333333333336
burgos;contra_el_honor;2024;3;362663;Castilla y León;0.0083;09;3355;0.08941877794336811;;-25.0
burgos;contra_la_propiedad_industrial/intelectual;2022;0;357370;Castilla y León;0.0;09;2822;0.0;;
burgos;contra_la_propiedad_industrial/intelectual;2023;1;359740;Castilla y León;0.0028;09;3560;0.02808988764044944;;inf
burgos;contra_la_propiedad_industrial/intelectual;2024;0;362663;Castilla y León;0.0;09;3355;0.0;;-100.0
burgos;delitos_sexuales;2022;7;357370;Castilla y León;0.0196;09;2822;0.24805102763997164;;
burgos;delitos_sexuales;2023;7;359740;Castilla y León;0.0195;09;3560;0.19662921348314608;;0.0
burgos;delitos_sexuales;2024;12;362663;Castilla y León;0.0331;09;3355;0.35767511177347244;;71.42857142857142
burgos;falsificacion_informatica;2022;115;357370;Castilla y León;0.3218;09;2822;4.07512402551382;;
burgos;falsificacion_informatica;2023;156;359740;Castilla y León;0.4336;09;3560;4.382022471910112;;35.65217391304347
burgos;falsificacion_informatica;2024;129;362663;Castilla y León;0.3557;09;3355;3.845007451564829;;-17.307692307692314
burgos;fraude_informatico;2022;2505;357370;Castilla y León;7.0095;09;2822;88.76683203401842;88.76683203401842;
burgos;fraude_informatico;2023;3205;359740;Castilla y León;8.9092;09;3560;90.02808988764045;90.02808988764045;27.944111776447112
burgos;fraude_informatico;2024;3000;362663;Castilla y León;8.2721;09;3355;89.41877794336811;89.41877794336811;-6.396255850234011
burgos;interferencia_en_los_datos_y_en_el_sistema;2022;16;357370;Castilla y León;0.0448;09;2822;0.5669737774627923;;
burgos;interferencia_en_los_datos_y_en_el_sistema;2023;21;359740;Castilla y León;0.0584;09;3560;0.5898876404494382;;31.25
burgos;interferencia_en_los_datos_y_en_el_sistema;2024;15;362663;Castilla y León;0.0414;09;3355;0.44709388971684055;;-28.57142857142857
caceres;acceso__e_interceptacion_ilicita;2022;41;388257;Extremadura;0.1056;10;2441;1.6796394920114706;;
caceres;acceso__e_interceptacion_ilicita;2023;41;388652;Extremadura;0.1055;10;3136;1.3073979591836735;;0.0
caceres;acceso__e_interceptacion_ilicita;2024;83;388190;Extremadura;0.2138;10;3093;2.6834788231490463;;102.4390243902439
caceres;amenazas_y_coacciones;2022;111;388257;Extremadura;0.2859;10;2441;4.547316673494469;;
caceres;amenazas_y_coacciones;2023;132;388652;Extremadura;0.3396;10;3136;4.209183673469387;;18.918918918918926
caceres;amenazas_y_coacciones;2024;158;388190;Extremadura;0.407;10;3093;5.108309085030714;;19.696969696969703
caceres;contra_el_honor;2022;24;388257;Extremadura;0.0618;10;2441;0.9832036050798854;;
caceres;contra_el_honor;2023;13;388652;Extremadura;0.0334;10;3136;0.4145408163265306;;-45.833333333333336
caceres;contra_el_honor;2024;30;388190;Extremadura;0.0773;10;3093;0.9699321047526674;;130.76923076923075
caceres;contra_la_propiedad_industrial/intelectual;2022;0;388257;Extremadura;0.0;10;2441;0.0;;
caceres;contra_la_propiedad_industrial/intelectual;2023;0;388652;Extremadura;0.0;10;3136;0.0;;
caceres;contra_la_propiedad_industrial/intelectual;2024;1;388190;Extremadura;0.0026;10;3093;0.032331070158422244;;inf
caceres;delitos_sexuales;2022;14;388257;Extremadura;0.0361;10;2441;0.5735354362965998;;
caceres;delitos_sexuales;2023;18;388652;Extremadura;0.0463;10;3136;0.5739795918367347;;28.57142857142858
caceres;delitos_sexuales;2024;10;388190;Extremadura;0.0258;10;3093;0.3233107015842224;;-44.44444444444444
caceres;falsificacion_informatica;2022;92;388257;Extremadura;0.237;10;2441;3.768947152806227;;
caceres;falsificacion_informatica;2023;272;388652;Extremadura;0.6999;10;3136;8.673469387755102;;195.65217391304347
caceres;falsificacion_informatica;2024;427;388190;Extremadura;1.1;10;3093;13.805366957646298;;56.98529411764706
caceres;fraude_informatico;2022;2154;388257;Extremadura;5.5479;10;2441;88.2425235559197;88.2425235559197;
caceres;fraude_informatico;2023;2640;388652;Extremadura;6.7927;10;3136;84.18367346938776;84.18367346938776;22.562674094707514
caceres;fraude_informatico;2024;2381;388190;Extremadura;6.1336;10;3093;76.98027804720337;76.98027804720337;-9.810606060606064
caceres;interferencia_en_los_datos_y_en_el_sistema;2022;5;388257;Extremadura;0.0129;10;2441;0.20483408439164277;;
caceres;interferencia_en_los_datos_y_en_el_sistema;2023;20;388652;Extremadura;0.0515;10;3136;0.6377551020408163;;300.0
caceres;interferencia_en_los_datos_y_en_el_sistema;2024;3;388190;Extremadura;0.0077;10;3093;0.09699321047526674;;-85.0
cadiz;acceso__e_interceptacion_ilicita;2022;169;1254866;Andalucía;0.1347;11;10306;1.6398214632253056;;
cadiz;acceso__e_interceptacion_ilicita;2023;251;1258730;Andalucía;0.1994;11;12871;1.950120425763344;;48.5207100591716
cadiz;acceso__e_interceptacion_ilicita;2024;368;1261420;Andalucía;0.2917;11;12638;2.911853141319829;;46.61354581673307
cadiz;amenazas_y_coacciones;2022;482;1254866;Andalucía;0.3841;11;10306;4.676887250145547;;
cadiz;amenazas_y_coacciones;2023;545;1258730;Andalucía;0.433;11;12871;4.234325227255069;;13.070539419087135
cadiz;amenazas_y_coacciones;2024;621;1261420;Andalucía;0.4923;11;12638;4.913752175977212;;13.944954128440369
cadiz;contra_el_honor;2022;58;1254866;Andalucía;0.0462;11;10306;0.5627789637104599;;
cadiz;contra_el_honor;2023;55;1258730;Andalucía;0.0437;11;12871;0.42731722476886025;;-5.1724137931034475
cadiz;contra_el_honor;2024;58;1261420;Andalucía;0.046;11;12638;0.45893337553410346;;5.454545454545445
cadiz;contra_la_propiedad_industrial/intelectual;2022;3;1254866;Andalucía;0.0024;11;10306;0.02910925674364448;;
cadiz;contra_la_propiedad_industrial/intelectual;2023;2;1258730;Andalucía;0.0016;11;12871;0.015538808173413101;;-33.333333333333336
cadiz;contra_la_propiedad_industrial/intelectual;2024;4;1261420;Andalucía;0.0032;11;12638;0.031650577623041624;;100.0
cadiz;delitos_sexuales;2022;66;1254866;Andalucía;0.0526;11;10306;0.6404036483601785;;
cadiz;delitos_sexuales;2023;71;1258730;Andalucía;0.0564;11;12871;0.5516276901561651;;7.575757575757569
cadiz;delitos_sexuales;2024;48;1261420;Andalucía;0.0381;11;12638;0.3798069314764994;;-32.3943661971831
cadiz;falsificacion_informatica;2022;509;1254866;Andalucía;0.4056;11;10306;4.938870560838347;;
cadiz;falsificacion_informatica;2023;531;1258730;Andalucía;0.4219;11;12871;4.125553570041178;;4.3222003929273
cadiz;falsificacion_informatica;2024;678;1261420;Andalucía;0.5375;11;12638;5.3647729071055545;;27.683615819209038
cadiz;fraude_informatico;2022;8982;1254866;Andalucía;7.1577;11;10306;87.15311469047157;87.15311469047157;
cadiz;fraude_informatico;2023;11370;1258730;Andalucía;9.0329;11;12871;88.33812446585347;88.33812446585347;26.586506346025374
cadiz;fraude_informatico;2024;10821;1261420;Andalucía;8.5784;11;12638;85.62272511473334;85.62272511473334;-4.828496042216357
cadiz;interferencia_en_los_datos_y_en_el_sistema;2022;37;1254866;Andalucía;0.0295;11;10306;0.35901416650494855;;
cadiz;interferencia_en_los_datos_y_en_el_sistema;2023;46;1258730;Andalucía;0.0365;11;12871;0.35739258798850126;;24.32432432432432
cadiz;interferencia_en_los_datos_y_en_el_sistema;2024;40;1261420;Andalucía;0.0317;11;12638;0.3165057762304162;;-13.043478260869568
cantabria;acceso__e_interceptacion_ilicita;2022;79;588387;Cantabria;0.1343;39;4806;1.6437786100707448;;
